OUT2	test	1	1	1	0.9	
OUT2	test	10001	0.97785	0.9796	0.861705	
OUT2	test	10002	0.987765	0.98582	0.876227	
OUT2	test	10003	0.994215	0.982265	0.878832	
OUT2	test	10004	0.98339	0.98714	0.873477	
OUT2	test	10005	0.98224	0.992405	0.87718	
OUT2	test	10006	0.98562	0.9876	0.875898	
OUT2	test	10007	0.97412	0.98671	0.864747	
OUT2	test	10008	0.979005	0.977705	0.861039	
OUT2	test	10009	0.979375	0.963375	0.848475	
OUT2	test	10010	0.984305	0.93105	0.82382	
OUT2	test	10011	0.974935	0.921155	0.806481	
OUT2	test	10012	0.977315	0.9129	0.801194	
OUT2	test	10013	0.97889	0.90664	0.796977	
OUT2	test	10014	0.969665	0.896625	0.779661	
OUT2	test	10015	0.957455	0.880575	0.754227	
OUT2	test	10016	0.934975	0.868595	0.723213	
OUT2	test	10017	0.909825	0.858515	0.691506	
OUT2	test	10018	0.90332	0.85859	0.685719	
OUT2	test	10019	0.896235	0.8478	0.669631	
OUT2	test	10020	0.903565	0.851565	0.679617	
OUT2	test	10021	0.90062	0.84412	0.670266	
OUT2	test	10022	0.900525	0.850245	0.675693	
OUT2	test	10023	0.888415	0.853085	0.66735	
OUT2	test	10024	0.882405	0.84661	0.656114	
OUT2	test	10025	0.878485	0.84945	0.655141	
OUT2	test	10026	0.868245	0.84152	0.638789	
OUT2	test	10027	0.86699	0.828295	0.625756	
OUT2	test	10028	0.85803	0.808035	0.599458	
OUT2	test	10029	0.850165	0.79682	0.582286	
OUT2	test	10030	0.8405	0.788105	0.565744	
OUT2	test	10031	0.83468	0.777945	0.551362	
OUT2	test	10032	0.82812	0.76796	0.536472	
OUT2	test	10033	0.82022	0.759335	0.521599	
OUT2	test	10034	0.81477	0.756265	0.513931	
OUT2	test	10035	0.80933	0.758305	0.510871	
OUT2	test	10036	0.80755	0.75121	0.502884	
OUT2	test	10037	0.79965	0.754565	0.498794	
OUT2	test	10038	0.795915	0.75543	0.496211	
OUT2	test	10039	0.7937	0.75584	0.494586	
OUT2	test	10040	0.797025	0.758575	0.50004	
OUT2	test	10041	0.79638	0.76343	0.503829	
OUT2	test	10042	0.79536	0.7651	0.504414	
OUT2	test	10043	0.791885	0.766925	0.502929	
OUT2	test	10044	0.78592	0.766605	0.497272	
OUT2	test	10045	0.787715	0.77327	0.504887	
OUT2	test	10046	0.78409	0.773375	0.501718	
OUT2	test	10047	0.783945	0.77874	0.506416	
OUT2	test	10048	0.77881	0.782665	0.505328	
OUT2	test	10049	0.774295	0.78269	0.501286	
OUT2	test	10050	0.77152	0.7812	0.497448	
OUT2	test	10051	0.762265	0.7811	0.489028	
OUT2	test	10052	0.76401	0.780965	0.490478	
OUT2	test	10053	0.766135	0.78357	0.494735	
OUT2	test	10054	0.76312	0.78587	0.494091	
OUT2	test	10055	0.762955	0.78322	0.491558	
OUT2	test	10056	0.76249	0.78358	0.491463	
OUT2	test	10057	0.762085	0.784375	0.491814	
OUT2	test	10058	0.75887	0.7839	0.488493	
OUT2	test	10059	0.756515	0.786255	0.488493	
OUT2	test	10060	0.750895	0.785795	0.483021	
OUT2	test	10061	0.75108	0.784755	0.482251	
OUT2	test	10062	0.749515	0.787405	0.483228	
OUT2	test	10063	0.751645	0.78329	0.481441	
OUT2	test	10064	0.749855	0.78232	0.478957	
OUT2	test	10065	0.745845	0.783905	0.476775	
OUT2	test	10066	0.74615	0.78027	0.473778	
OUT2	test	10067	0.7457	0.779675	0.472838	
OUT2	test	10068	0.740195	0.780295	0.468441	
OUT2	test	10069	0.74245	0.78299	0.472896	
OUT2	test	10070	0.74563	0.783075	0.475834	
OUT2	test	10071	0.74234	0.77971	0.469845	
OUT2	test	10072	0.740895	0.78061	0.469354	
OUT2	test	10073	0.735135	0.782195	0.465597	
OUT2	test	10074	0.73113	0.787085	0.466393	
OUT2	test	10075	0.729995	0.78414	0.462721	
OUT2	test	10076	0.73246	0.78014	0.46134	
OUT2	test	10077	0.733035	0.780265	0.46197	
OUT2	test	10078	0.7289	0.77973	0.457767	
OUT2	test	10079	0.72765	0.777935	0.455027	
OUT2	test	10080	0.72628	0.78202	0.45747	
OUT2	test	10081	0.72637	0.78003	0.45576	
OUT2	test	10082	0.72754	0.78012	0.456894	
OUT2	test	10083	0.725025	0.77924	0.453839	
OUT2	test	10084	0.71965	0.77696	0.446949	
OUT2	test	10085	0.716735	0.7747	0.442292	
OUT2	test	10086	0.71247	0.776265	0.439862	
OUT2	test	10087	0.7085	0.77539	0.435501	
OUT2	test	10088	0.70462	0.776355	0.432877	
OUT2	test	10089	0.699715	0.77456	0.426847	
OUT2	test	10090	0.6903	0.778585	0.421996	
OUT2	test	10091	0.69364	0.773405	0.420341	
OUT2	test	10092	0.687365	0.77405	0.415274	
OUT2	test	10093	0.684415	0.771875	0.410661	
OUT2	test	10094	0.682095	0.77462	0.411043	
OUT2	test	10095	0.67556	0.77163	0.402471	
OUT2	test	10096	0.6681	0.769955	0.39425	
OUT2	test	10097	0.67034	0.769825	0.396148	
OUT2	test	10098	0.667765	0.77443	0.397975	
OUT2	test	10099	0.66529	0.772935	0.394402	
OUT2	test	10100	0.65965	0.769765	0.386474	
