OUT1	test	1	0.0157079	1	1.58101e-322	0	-740.974	1.83127e-11	1	1.58101e-322	0	-740.974	1.83127e-11
OUT1	test	10001	2	0.174448	-0.141997	0.968264	NAN	NAN	0.180345	-0.222611	0.774194	NAN	NAN
OUT1	test	10002	4	0.112921	-0.0936232	0.889386	NAN	NAN	0.108027	-0.179519	0.763091	NAN	NAN
OUT1	test	10003	6	0.0414367	0.262966	0.90944	NAN	NAN	0.0359066	0.131184	0.81532	NAN	NAN
OUT1	test	10004	8	0.0130488	0.913731	0.985398	NAN	NAN	0.0100515	0.680314	0.93396	NAN	NAN
OUT1	test	10005	10	0.00649983	2.01265	1.23139	NAN	NAN	0.00582484	1.88074	1.21955	NAN	NAN
OUT1	test	10006	12	0.0078041	3.87402	1.54779	NAN	NAN	0.00783099	3.8325	1.57202	NAN	NAN
OUT1	test	10007	14	0.0140986	6.24315	1.84101	1.78168	0.333153	0.0135238	6.3775	1.74967	1.80962	0.30921
OUT1	test	10008	16	0.0272371	9.0509	2.12121	2.17274	0.255438	0.0210546	8.77687	2.03052	2.14184	0.256694
OUT1	test	10009	18	0.042295	11.8307	2.378	2.45014	0.205056	0.0283682	11.2344	2.17966	2.39904	0.204331
OUT1	test	10010	20	0.0525629	14.2768	2.57146	2.6418	0.186168	0.0356368	13.7539	2.15927	2.60853	0.162176
OUT1	test	10011	22	0.058994	16.6466	2.47572	2.80071	0.153653	0.038427	15.9483	2.20021	2.7596	0.141055
OUT1	test	10012	24	0.0568561	18.5768	2.36654	2.9136	0.130184	0.042598	18.2271	2.32436	2.89462	0.129765
OUT1	test	10013	26	0.0539297	20.569	2.28405	3.0175	0.112903	0.0413872	20.1863	2.27837	2.9985	0.114891
OUT1	test	10014	28	0.050356	22.3799	2.35112	3.1026	0.105944	0.0400789	22.1977	2.27224	3.09471	0.103231
OUT1	test	10015	30	0.0502412	24.4438	2.45341	3.19129	0.101291	0.0427677	24.3575	2.44826	3.18773	0.101625
OUT1	test	10016	32	0.0533959	26.5631	2.27052	3.27583	0.086329	0.0435337	26.5099	2.32795	3.27366	0.0880312
OUT1	test	10017	34	0.049772	28.5036	2.20036	3.34703	0.0776644	0.0454233	28.5201	2.38111	3.34709	0.0843343
OUT1	test	10018	36	0.0496274	30.4081	2.28022	3.41187	0.0756392	0.0453073	30.5985	2.34637	3.41799	0.0771759
OUT1	test	10019	38	0.0516305	32.4797	2.30925	3.47806	0.0718818	0.0451239	32.6111	2.26261	3.48224	0.0695203
OUT1	test	10020	40	0.050166	34.4632	2.28	3.5377	0.0664205	0.0427998	34.5578	2.38396	3.54026	0.0688606
OUT1	test	10021	42	0.0496373	36.4133	2.20973	3.59309	0.0608624	0.0426891	36.4899	2.38465	3.59489	0.0657118
OUT1	test	10022	44	0.0523875	38.5877	2.22356	3.65127	0.0577987	0.0435977	38.51	2.46667	3.64886	0.0643126
OUT1	test	10023	46	0.0515288	40.468	2.30772	3.69888	0.057374	0.0458981	40.6252	2.37466	3.70267	0.0587048
OUT1	test	10024	48	0.0509849	42.4724	2.30745	3.74737	0.0545606	0.0468888	42.661	2.50027	3.75156	0.0588202
OUT1	test	10025	50	0.0519345	44.5309	2.33278	3.79481	0.052477	0.047541	44.7572	2.48224	3.79971	0.0555627
OUT1	test	10026	52	0.0502599	46.4275	2.15831	3.8368	0.0467492	0.0466963	46.799	2.56493	3.84436	0.0547269
OUT1	test	10027	54	0.046995	48.3003	2.19809	3.8764	0.0456745	0.0492716	48.8446	2.75421	3.88705	0.0566129
OUT1	test	10028	56	0.0468063	50.3258	2.34216	3.91744	0.046546	0.0503496	50.8851	2.6766	3.92818	0.052762
OUT1	test	10029	58	0.0487277	52.4239	2.24582	3.95844	0.0428857	0.048575	52.8511	2.69787	3.96618	0.0511024
OUT1	test	10030	60	0.0482468	54.3938	2.37741	3.99529	0.0438014	0.0474928	54.6944	2.75105	4.00049	0.0504634
OUT1	test	10031	62	0.0511818	56.6003	2.42629	4.03509	0.0430847	0.0484732	56.7518	2.73721	4.03753	0.0482515
OUT1	test	10032	64	0.0487025	58.451	2.38543	4.06736	0.0408866	0.0510272	58.935	2.60944	4.07545	0.0444873
OUT1	test	10033	66	0.048241	60.4631	2.59139	4.10112	0.0428026	0.04757	60.7618	2.57542	4.10606	0.0423702
OUT1	test	10034	68	0.0533866	62.7149	2.53351	4.13778	0.0404431	0.0482089	62.8592	2.69905	4.13998	0.0428823
OUT1	test	10035	70	0.0538179	64.7402	2.4595	4.16966	0.0380495	0.0496635	64.889	2.71745	4.1718	0.0418299
OUT1	test	10036	72	0.0564529	66.8899	2.57179	4.20231	0.0385831	0.0511732	66.8942	2.69582	4.2023	0.0404873
OUT1	test	10037	74	0.0528372	68.7604	2.49473	4.22997	0.0362989	0.0504509	68.8933	2.75198	4.23176	0.0401283
OUT1	test	10038	76	0.0510973	70.6635	2.5431	4.25728	0.0359939	0.0531408	71.0237	2.62458	4.26233	0.0370688
OUT1	test	10039	78	0.0508641	72.7316	2.53497	4.28617	0.0348451	0.0485392	72.8186	2.63065	4.28732	0.0361393
OUT1	test	10040	80	0.0528387	74.7478	2.71226	4.31346	0.0362994	0.0492904	74.8386	2.52042	4.31477	0.0337126
OUT1	test	10041	82	0.0551004	76.9518	2.79433	4.34252	0.0363736	0.0479339	76.7157	2.57024	4.33954	0.033542
OUT1	test	10042	84	0.0542612	78.8163	2.77688	4.3665	0.0353302	0.048729	78.8785	2.51446	4.3674	0.0318601
