OUT2	control	1	1	1	0.9	
OUT2	control	10001	0.953865	0.97682	0.837616	
OUT2	control	10002	0.964925	0.98369	0.853753	
OUT2	control	10003	0.97943	0.98302	0.866205	
OUT2	control	10004	0.976125	0.979515	0.860076	
OUT2	control	10005	0.981045	0.98154	0.866326	
OUT2	control	10006	0.984755	0.984035	0.871911	
OUT2	control	10007	0.980945	0.98122	0.865948	
OUT2	control	10008	0.980115	0.979665	0.863802	
OUT2	control	10009	0.983635	0.99101	0.877181	
OUT2	control	10010	0.979085	0.98671	0.869215	
OUT2	control	10011	0.980415	0.984205	0.868158	
OUT2	control	10012	0.982135	0.98305	0.868667	
OUT2	control	10013	0.97293	0.97647	0.85446	
OUT2	control	10014	0.981275	0.97253	0.858424	
OUT2	control	10015	0.980015	0.973395	0.858069	
OUT2	control	10016	0.98349	0.97359	0.861372	
OUT2	control	10017	0.981575	0.981375	0.866655	
OUT2	control	10018	0.975525	0.976995	0.857268	
OUT2	control	10019	0.981705	0.97956	0.865139	
OUT2	control	10020	0.98253	0.97681	0.863406	
OUT2	control	10021	0.97911	0.97697	0.860472	
OUT2	control	10022	0.979485	0.976355	0.860256	
OUT2	control	10023	0.97539	0.976895	0.857056	
OUT2	control	10024	0.97683	0.978845	0.860108	
OUT2	control	10025	0.980605	0.975095	0.86013	
OUT2	control	10026	0.984105	0.978565	0.866403	
OUT2	control	10027	0.99006	0.9818	0.874674	
OUT2	control	10028	0.9884	0.97227	0.864603	
OUT2	control	10029	0.980765	0.978955	0.863748	
OUT2	control	10030	0.98068	0.975565	0.860621	
OUT2	control	10031	0.98023	0.97329	0.858168	
OUT2	control	10032	0.98425	0.97467	0.863028	
OUT2	control	10033	0.97463	0.976935	0.856409	
OUT2	control	10034	0.985245	0.97714	0.866147	
OUT2	control	10035	0.98182	0.986305	0.871312	
OUT2	control	10036	0.983055	0.980235	0.866961	
OUT2	control	10037	0.98318	0.982285	0.868918	
OUT2	control	10038	0.981165	0.978315	0.863532	
OUT2	control	10039	0.98916	0.98303	0.874971	
OUT2	control	10040	0.988305	0.977555	0.869274	
OUT2	control	10041	0.989225	0.97177	0.864895	
OUT2	control	10042	0.983735	0.97807	0.865624	
OUT2	control	10043	0.985375	0.9795	0.868388	
OUT2	control	10044	0.983585	0.98064	0.867802	
OUT2	control	10045	0.97595	0.977025	0.857677	
OUT2	control	10046	0.97884	0.9856	0.867996	
OUT2	control	10047	0.976925	0.98204	0.863069	
OUT2	control	10048	0.98013	0.983775	0.867514	
OUT2	control	10049	0.98315	0.97752	0.864603	
OUT2	control	10050	0.980535	0.97128	0.856633	
OUT2	control	10051	0.985255	0.977965	0.866898	
OUT2	control	10052	0.98566	0.972535	0.862375	
OUT2	control	10053	0.97802	0.97518	0.85788	
OUT2	control	10054	0.972605	0.979675	0.857052	
OUT2	control	10055	0.976905	0.98425	0.865039	
OUT2	control	10056	0.983385	0.977595	0.864882	
OUT2	control	10057	0.980385	0.97561	0.860395	
OUT2	control	10058	0.97734	0.9805	0.862056	
OUT2	control	10059	0.97761	0.98218	0.863811	
OUT2	control	10060	0.977835	0.989735	0.870813	
OUT2	control	10061	0.979105	0.978795	0.86211	
OUT2	control	10062	0.985745	0.98228	0.871222	
OUT2	control	10063	0.980245	0.97948	0.863753	
OUT2	control	10064	0.979405	0.977775	0.861462	
OUT2	control	10065	0.98729	0.97841	0.86913	
OUT2	control	10066	0.984375	0.978555	0.866637	
OUT2	control	10067	0.98565	0.978805	0.868009	
OUT2	control	10068	0.985345	0.982855	0.87138	
OUT2	control	10069	0.978675	0.97763	0.860674	
OUT2	control	10070	0.97465	0.98361	0.862434	
OUT2	control	10071	0.98332	0.985425	0.87187	
OUT2	control	10072	0.98336	0.98218	0.868986	
OUT2	control	10073	0.97896	0.980685	0.863681	
OUT2	control	10074	0.9811	0.981035	0.865921	
OUT2	control	10075	0.98429	0.979235	0.867173	
OUT2	control	10076	0.979075	0.9847	0.867398	
OUT2	control	10077	0.98362	0.977345	0.864869	
OUT2	control	10078	0.98389	0.976835	0.864653	
OUT2	control	10079	0.97709	0.979845	0.861241	
OUT2	control	10080	0.978375	0.984515	0.866601	
OUT2	control	10081	0.98859	0.97996	0.871695	
OUT2	control	10082	0.99061	0.977565	0.871357	
OUT2	control	10083	0.986925	0.977465	0.867951	
OUT2	control	10084	0.985435	0.97616	0.865435	
OUT2	control	10085	0.98434	0.97741	0.865575	
OUT2	control	10086	0.987535	0.981095	0.871767	
OUT2	control	10087	0.98741	0.9764	0.867429	
OUT2	control	10088	0.986755	0.97867	0.868883	
OUT2	control	10089	0.977695	0.97924	0.861241	
OUT2	control	10090	0.9769	0.98591	0.866529	
OUT2	control	10091	0.986915	0.98468	0.874435	
OUT2	control	10092	0.97854	0.9805	0.863136	
OUT2	control	10093	0.978585	0.97753	0.860504	
OUT2	control	10094	0.974795	0.975485	0.855252	
OUT2	control	10095	0.97671	0.982425	0.863221	
OUT2	control	10096	0.982795	0.978645	0.865296	
OUT2	control	10097	0.98329	0.981615	0.868414	
OUT2	control	10098	0.98318	0.978685	0.865679	
OUT2	control	10099	0.984545	0.977855	0.86616	
OUT2	control	10100	0.98041	0.973855	0.858838	
